,PC1,PC2,KMeans,Hierarchical,DBSCAN,GMM
93,-0.4128534143606246,-2.5569938951178974,2,1,0,1
94,-1.636487836360343,0.6763344722101242,1,2,0,1
95,1.454078233483532,-0.12994414032786647,3,0,0,2
96,-0.23350990985689363,-1.1358481795690056,2,1,0,2
97,-0.4857670793589227,-0.502745268850802,2,1,0,1
98,-1.2869137777660133,0.056546826580570184,1,2,0,1
99,-0.7634500293743157,-0.9054507702979308,2,1,0,1
100,1.5479856188878545,-0.057204478658832394,3,0,0,3
101,-0.09125363036707045,0.3443435785371152,0,3,0,0
102,2.401963673176116,-0.02216490668935354,3,0,0,3
103,-0.15839080512225856,-1.275875533675923,2,1,0,2
104,-0.9143108831110257,-0.15012092688274403,1,2,0,1
105,1.6940865677835335,0.77946291533154,3,0,0,2
106,1.6209244337821627,0.8287568610660601,3,0,0,3
107,0.6877246725967756,-0.02731590936897421,0,0,0,2
108,1.183734387651007,0.48509632826635385,0,0,0,3
109,0.44868812120567425,0.1373925982940377,0,1,0,2
110,-1.604614401354175,0.5494713049550777,1,2,0,1
111,-1.6631453758074264,0.288573785613008,1,2,0,1
112,-0.4021099261582772,-0.14267414132023734,2,1,0,2
113,0.270892702478464,-0.8983703356129104,2,1,0,2
114,0.4149436127929061,-0.1107542112572365,0,1,0,2
115,1.3585035052448604,-0.8075512987484595,3,0,0,3
116,0.08990025558656685,-1.1051824810625859,2,1,0,2
117,-2.5870103671588804,-0.0323670740815116,1,2,0,1
118,-2.047883306449509,-0.034528524339880705,1,2,0,1
119,0.6125911524664912,0.9732665959645732,0,3,0,0
120,-0.35885214371894114,1.222306567755069,0,3,0,0
121,-1.9945230552048647,0.3840567203063929,1,2,0,1
122,2.873054413138432,0.9550299370321989,3,0,0,3
123,1.2436707301973458,-0.03207261274663524,3,0,0,2
124,3.2824173550049376,0.6814630657446856,3,0,0,3
125,-0.07387613086121428,-0.3443838826034004,2,1,0,2
126,3.1276787612039825,0.5799902574489295,3,0,0,3
127,2.4760375925563745,0.5525888536266942,3,0,0,3
128,0.14100575411900812,-2.0017478978955796,2,1,0,1
129,-0.26060928752030793,-1.5932879859301585,2,1,0,1
130,1.635913232288277,0.1614744963292547,3,0,0,3
131,2.628400679979955,0.5763001269293936,3,0,0,3
132,2.3969661352633516,2.7952010645072045,3,0,0,3
133,2.499127923926127,0.22400784988829966,3,0,0,3
134,2.045066786141497,0.48342692912874113,3,0,0,3
135,-1.3586807149433224,0.6137622323739315,1,3,0,1
136,-1.1187080584303482,0.6206770263365601,1,3,0,1
137,-1.8780689621370932,0.509186822323543,1,2,0,1
138,0.7370962340619018,-1.0949374692440708,2,1,0,2
139,-1.5526269211563861,0.1263746016803296,1,2,0,1
140,3.2309425915899537,-0.14836531522470114,3,0,0,3
141,-0.7141511608974426,-0.9636577686723131,2,1,0,1
142,-0.10814456773930692,-0.29904012098671984,2,1,0,2
143,-0.8799210319936239,-0.030053457563724868,1,2,0,2
144,1.500335720051303,-0.3878210036335417,3,0,0,3
145,-1.7327728870186068,0.5064900864369164,1,2,0,1
146,-2.250971117811766,0.05433172458801467,1,2,0,0
147,0.7968635463564685,0.526396903919363,0,3,0,2
148,-0.02143139220467933,-1.0744082625365077,2,1,0,2
149,-1.6447913871527786,0.4615174531461694,1,2,0,1
150,2.4744820700807724,0.4320129437105258,3,0,0,3
151,-0.7012771699926147,0.713970220162536,0,3,0,1
152,0.8362090277079425,0.6054193207253435,0,0,0,3
153,-1.1791569211320159,0.8143838794378693,1,3,0,1
154,0.505705291394019,-0.8651235274764887,2,1,0,2
155,-1.1385681217633945,0.5643453900429155,1,3,0,1
156,-2.121949017396186,-0.5502378667928995,1,2,0,1
157,0.26092416312858885,0.49984074729292144,0,3,0,2
158,-0.325866873339493,-1.0739635854324445,2,1,0,2
159,-1.7895109298031577,-0.1675236923999556,1,2,0,1
160,1.2694876570005063,1.1241578426313112,0,3,0,3
161,-0.618973403583715,0.958793996925783,0,3,0,1
162,-1.1035307815485895,-0.8979201433408196,1,2,0,2
163,-0.9249531193431882,-0.2896437076442882,1,1,0,1
164,-0.43894850363536864,0.6429521123633104,0,3,0,0
165,-1.5067144535186408,0.1964202098829238,1,2,0,1
166,0.6006082396307056,0.314382565027361,0,3,0,2
167,1.0476533970849524,-0.19333774106824345,2,0,0,3
168,1.8282251870038595,-1.7477247842684753,3,0,0,3
169,-0.3376437535341474,-0.3950913490181467,2,1,0,2
170,0.7408267781083127,0.3891802767620779,0,0,0,3
171,-1.0104626040484554,-0.16575763471931537,1,2,0,1
172,-0.7841461828460159,-1.0816841983993828,2,1,0,2
173,2.53946963643756,0.3026922802806923,3,0,0,3
174,2.960020703345461,0.09941348011466826,3,0,0,3
175,-0.6356451859031118,0.9441942119833656,0,3,0,0
176,1.2981086729649605,-2.0422579919836377,2,1,0,2
177,0.14648830722874956,0.00937555804878715,0,3,0,3
178,1.4003722095942217,-0.8099645390021234,3,0,0,3
179,-1.725157395505258,0.3603431817359107,1,2,0,1
180,1.4027481911309512,0.5441366528057086,3,0,0,3
181,0.5651730823630036,-0.8705444810372548,2,1,0,2
182,-0.7563603306256249,-1.1919843123367666,2,1,0,1
183,-0.787474772624068,1.0704527906350323,0,3,0,0
184,-0.709868574216583,-0.027144937809997334,1,3,0,1
185,-0.46065032901968933,-0.19955652881026847,2,1,0,2
186,1.3238022528228655,0.3923970700281532,0,0,0,2
187,-1.2594148768440634,0.4812666780496307,1,2,0,1
188,-0.14357668220712172,-0.8662592776742045,2,1,0,2
189,2.039703081241726,0.2578149663736179,3,0,0,3
190,3.547320762179754,0.9736599248191901,3,0,0,3
191,0.2720021505653908,-0.6045208450582307,2,1,0,2
192,-1.1788752670055525,0.5980869932200225,1,2,0,0
193,-1.156322629430226,0.623190680268582,1,3,0,1
194,-0.7850851776772045,-1.0733836773099887,2,1,0,1
195,-0.24257679860648987,-0.20748319581571456,2,1,0,2
196,-0.024893932557191495,-0.4171563997015023,2,1,0,2
197,-0.7613478330257845,0.1389442129966529,1,2,0,0
198,-1.8954052341688072,-0.6582631661216577,1,2,0,1
199,-0.012645243324238675,1.3895699042027594,0,3,0,0
200,-0.6022405680073549,-0.34472700729336303,2,1,0,1
201,-1.8870415579138227,-0.054076875605069664,1,2,0,1
202,-0.41061666482222636,-0.8248932632338183,2,1,0,2
203,2.329741266926008,-0.3601641523826423,3,0,0,3
204,-1.4937946108989153,0.39292784229644273,1,2,0,1
205,-2.215376802280485,0.22312044714286905,1,2,0,1
206,-0.34318854752105804,-0.5885704494702203,2,1,0,2
207,2.4668440484042904,0.2947913852686129,3,0,0,2
208,-0.4719251354765681,-1.9635100482786454,2,1,0,1
209,-0.9654338768713839,0.39987502489507265,1,2,0,0
210,1.1610847564088012,-1.277415647234636,2,0,0,2
211,-1.6729897654736356,-0.03695383166065008,1,2,0,1
212,2.1526841727403854,-0.4366512645360877,3,0,0,3
213,-1.750954999963168,0.1433468034572495,1,2,0,1
214,-1.329211939042895,0.0831232002465109,1,2,0,1
215,-1.8815466290509462,-0.21719642531897554,1,2,0,1
216,-1.0897860958699928,-0.6143109195866635,1,1,0,1
217,2.6756948634058455,0.6088135348498156,3,0,0,3
218,-2.474369834514538,0.0015199959256989972,1,2,0,1
219,3.386586667406792,-0.6532666806308832,3,0,0,3
220,-2.446503691633579,0.06422727486321816,1,2,0,1
221,-0.34057593565332495,-0.7574342556744759,2,1,0,2
222,0.42643457697862686,-1.3334351214811748,2,1,0,2
223,-0.19369912529427022,0.5656546798524362,0,3,0,0
224,-1.7272219933721826,-0.041494183526129866,1,2,0,1
225,-1.0432479100310865,0.646537994035216,1,2,0,0
226,1.2238979032688737,0.04841492197057143,3,0,0,3
227,1.1145465475773562,-0.04818522125861676,3,0,0,3
228,1.2728985872079834,-0.22306567178417136,3,0,0,2
229,-0.9558324098202932,-0.5976471348746408,1,1,0,1
230,-0.6040813096215281,0.46878257103899756,0,3,0,0
231,-1.1070189541476092,-1.21443522337974,2,1,0,1
232,0.10626678988205163,0.8434150323196314,0,3,0,0
233,3.733242686310434,-0.16167436199255916,3,0,0,3
234,1.9998691985975592,-1.0013176478038055,3,0,0,3
235,-0.2846073535283192,0.6463099841717835,0,3,0,0
236,0.9677302112179491,-0.5897715201458761,2,0,0,2
237,-0.7575453510659901,-2.1598658347006614,2,1,0,1
238,0.35818220007327456,-0.3844380806457312,2,1,0,2
239,1.6504285245298462,0.17765497863644583,3,0,0,3
240,0.46864081167774746,1.0836080888481703,0,3,0,2
241,-0.33918337578657576,0.7956991990515067,0,3,0,0
242,0.6827964949870433,0.46702415568556976,0,0,0,3
243,-0.5291742655617719,-0.16499270470601066,2,1,0,2
244,2.0651426216206517,0.5687113188765239,3,0,0,3
245,-1.736532955264401,0.3177644591374344,1,2,0,1
246,-0.338638440879983,-0.5702587171637372,2,1,0,2
247,1.2138070986348815,-0.33821567027472854,3,0,0,2
248,2.1925377767045395,-0.28377611657496343,3,0,0,3
249,1.679569984133216,0.12151186502212895,3,0,0,3
250,2.4027526638695447,0.5407519936310905,3,0,0,3
251,-0.035552041976515604,0.5093401714775196,0,3,0,0
252,-1.347007697757344,-1.0816816755194836,1,1,0,1
253,-0.3181605973806738,-1.124136283067711,2,1,0,1
254,-0.883819031923152,-0.6082110442686285,1,1,0,2
255,-0.2570286700868507,0.9467860527715184,0,3,0,0
256,-3.0277192102942374,-0.3353418873257348,1,2,0,1
257,-0.2890167113215675,-0.3414180953479984,2,1,0,1
258,-1.5147131552058735,0.2980902804545452,1,2,0,1
259,1.2775259713115477,0.6602377482719767,0,0,0,3
260,1.0290016019605879,-0.35413509051476644,2,0,0,3
261,-0.371258204585764,-0.5078826053244042,2,1,0,1
262,-0.7250156624850501,-0.47959626739394506,2,1,0,1
263,1.768948430058036,0.7400227439961735,3,0,0,3
264,-1.5182405596388977,0.002329459729524606,1,2,0,1
265,2.4914939619803613,-1.0446061900515622,3,0,0,3
266,-0.030926563333307632,0.07109205271799965,0,1,0,2
267,-0.7383280745774302,-1.2052271285705736,2,1,0,1
268,-0.9683949902205828,-1.5711539610749923,2,1,0,1
269,1.8979192685703816,-0.13092617496726322,3,0,0,3
270,0.6292734054988528,-0.8760770217227585,2,1,0,2
271,4.275570476331211,-0.05711732012666126,3,0,0,3
272,-1.7147860397448642,-0.27367364257904603,1,2,0,1
273,0.7293166124278236,1.30282266934637,0,3,0,3
274,-0.55688451260701,-0.15606469508710677,2,1,0,2
275,0.5828590569964541,1.0777373825901553,0,3,0,0
276,1.964772147900078,0.20110838068916584,3,0,0,3
277,1.8321371049376531,-0.3935973412274003,3,0,0,3
278,0.7647751564505334,-1.6924306816322756,2,1,0,2
279,-0.5699535388438735,0.8402019431864933,0,3,0,0
280,0.49560183276012215,-1.2113583191930426,2,1,0,2
281,1.0969394995813386,0.35596311463619495,0,0,0,3
282,-0.9688310690586378,0.7999731890199513,1,3,0,0
283,1.4168185840122125,0.5793573339894873,3,0,0,3
284,-1.204399347756195,0.6601792765091368,1,2,0,0
285,0.6007619985736371,0.42506286239386976,0,3,0,2
286,-2.2019333156598564,0.29503864445593875,1,2,0,1
287,1.9426004584276921,0.9549796460333545,3,0,0,3
288,-0.01832210663557334,-0.6822809864909245,2,1,0,2
289,-0.2612420529814798,0.6292356506352997,0,3,0,0
290,0.4241095682755015,-0.6681542353402338,2,1,0,2
291,-1.4734338302702508,-0.6531094227642834,1,1,0,1
292,0.343919526616573,-0.6926145990405544,2,1,0,2
293,1.7347971601452612,1.3127968499331897,3,0,0,3
294,0.28877758237073337,0.4954705944967235,0,3,0,2
295,1.4711522056404507,0.17494327189940181,3,0,0,3
296,0.7193826719616511,-1.5314735933205623,2,1,0,2
297,3.486955639062877,0.9887158867747051,3,0,0,3
298,-0.017023203095639036,0.42181281789976094,0,3,0,3
299,0.9066025176632526,0.6679015597331074,0,0,0,3
300,-0.13861133561557168,-2.368460254630065,2,1,0,1
301,-0.7591121409615434,0.5115907054853902,1,3,0,0
302,-0.7148219999262049,0.6207465302300981,0,3,0,0
303,0.4185740606219092,0.7290780632738768,0,3,0,2
304,0.6844134635803474,-1.1330250562279751,2,0,0,2
305,-1.7410585461117258,0.1782467972070875,1,2,0,1
306,1.958643123081311,-0.009888205578045832,3,0,0,3
307,0.9958601001744916,-0.887480009110997,2,1,0,2
308,-0.3067208323103534,-1.2255563961480553,2,1,0,1
309,-1.3644542256911187,-1.610031594941066,2,1,0,1
310,-0.6094987104259751,-1.8331395554963805,2,1,0,1
311,-1.9675324939485466,0.04432458322826906,1,2,0,1
312,3.3954074266231538,-0.886322223038936,3,0,0,3
313,-1.5805330653018916,0.5215094003665386,1,2,0,0
314,2.3910836735151006,-0.3041927081918523,3,0,0,3
315,-1.0137159827073599,0.35140512214402503,1,2,0,0
316,-1.0042556883738076,0.627537599414802,1,3,0,1
317,-0.7048205520044971,-0.6533383100367436,2,1,0,1
318,2.491029666518862,0.06705562374361006,3,0,0,3
319,0.22415301547464764,0.6057760106891472,0,3,0,2
320,1.7806189209493632,-0.4970517911087087,3,0,0,3
321,-0.805184030799739,1.1003462372034774,0,3,0,1
322,-1.099071835297167,0.3542269040400775,1,2,0,0
323,0.9095474379582169,-1.4503404098496486,2,1,0,2
324,0.6870444779691635,-0.15835460449008062,0,0,0,2
325,-0.9090738198901557,0.8889875713424282,1,3,0,0
326,1.6994738230520183,0.04987710872240562,3,0,0,3
327,-1.3138280121337813,0.6121381819484832,1,2,0,0
328,0.2943209104584089,-0.1112939148387115,0,1,0,2
329,1.2942953800790211,-2.083352032842336,2,0,0,2
330,4.406865062242346,0.3658918443726112,3,0,0,3
331,3.4074598451246927,-0.16957815649272437,3,0,0,3
332,1.6181670242009616,-0.7656441132305356,3,0,0,3
333,1.2331724762985308,-0.09237599007288907,3,0,0,3
334,-1.872514958646345,-0.014176556417498898,1,2,0,1
335,-0.49676686154041183,1.0621654231210091,0,3,0,0
336,0.019189564057897502,0.3662567350053318,0,3,0,1
337,0.1949742950079556,-0.71590007441389,2,1,0,2
338,-1.325848347047271,-0.09880820036071673,1,2,0,1
339,0.9322661175024037,-0.32226291106061544,2,0,0,3
340,-2.2622922305363757,0.1375734725083363,1,2,0,1
341,0.6203414243587719,0.6242621838223665,0,3,0,3
342,0.2901886023652692,0.05596487154274037,0,1,0,2
343,1.43541708897556,-0.9833780738166766,3,0,0,3
344,-0.8843400128933273,0.7172904372980319,1,3,0,0
345,0.27156625202043316,-0.6304599930674979,2,1,0,2
346,-1.7289082188329832,0.444424464033473,1,2,0,1
347,-1.3296817819849651,0.4499389056443849,1,2,0,1
348,1.5921211555225954,-0.702515886135221,3,0,0,2
349,0.82711477032454,0.43163706549367986,0,0,0,3
350,-0.8428131367364181,-1.5559539376527742,2,1,0,1
351,0.18909495794538067,-0.04107032883653596,0,1,0,2
352,1.762624073172963,-0.7787397127564213,3,0,0,3
353,2.6856775679156617,0.3097565540210581,3,0,0,3
354,-1.2387797213699772,0.23273498883731278,1,2,0,1
355,2.297878824155484,0.5195698096491794,3,0,0,3
356,-0.030461780243002036,0.08753450138542294,0,1,0,2
357,-0.7888175152846986,1.0493821287140708,0,3,0,0
358,2.56490381853012,0.6522263072643524,3,0,0,3
359,0.539528240638269,-2.444253962649658,2,1,0,1
360,2.806009218455403,0.04964151649325393,3,0,0,3
361,-1.1542647047268229,-0.49683977115167594,1,1,0,1
362,0.6665420988743662,-1.710363426483132,2,1,0,2
363,-0.1138168529291174,0.37343132472069257,0,3,0,2
364,-1.205436933207244,-0.841792355720078,1,1,0,1
365,0.38333173327318065,-1.762499069608576,2,1,0,2
366,3.5598486342259905,-0.29842635343015705,3,0,0,3
367,1.5476739780246886,0.1815404245409919,3,0,0,3
368,0.12722385776031014,0.055330015888504086,0,1,0,2
369,1.0541527895497518,-1.5633986174258705,2,0,0,2
370,1.7568329587197542,-0.9873622101655797,3,0,0,3
371,0.1042674861538441,1.1847270366434037,0,3,0,0
372,1.821516840872775,0.21916486593006262,3,0,0,3
373,2.197043211158307,-0.1976398363807099,3,0,0,3
374,0.3638692118498764,0.04764767728188588,0,1,0,3
375,-1.065169020700437,-0.37920899554281323,1,2,0,1
376,-1.2823001513781043,0.6558754627104233,1,3,0,1
377,3.0456250284228474,0.8747429783321988,3,0,0,3
378,-1.5092184197718215,-0.3298224883234697,1,2,0,1
379,0.20557159838449687,0.8952218895669417,0,3,0,0
380,-0.7156480122283149,0.6207493890881345,0,3,0,0
381,-0.8200806610521371,0.50976231112495,1,2,0,0
382,-1.7129464421811171,0.009167478523187568,1,2,0,1
383,-0.2571399440336093,1.2555709424590815,0,3,0,0
384,-1.6198519835442098,0.15952206317609055,1,2,0,1
385,0.6138804367993081,0.3235068236419375,0,3,0,2
386,-0.9058229323893118,-0.7157915577906118,2,1,0,1
387,-1.285764491394809,0.5939832251558781,1,2,0,0
388,-1.1720892716916136,0.8734578478154983,1,3,0,1
389,-0.7054112233563948,-0.07641518372513395,1,1,0,2
390,2.4664551754400006,1.1340448457545944,3,0,0,3
391,-0.6516180583744748,0.9157834655669042,0,3,0,0
392,-1.832185558658521,0.30574781841696685,1,2,0,1
393,3.5952079269978343,-0.47524755771293303,3,0,0,3
394,2.493916919966735,-0.6616738706318847,3,0,0,3
395,-1.3309769888904566,-0.4660774898906417,1,2,0,1
396,-1.744859306042703,0.2133463940617171,1,2,0,1
397,0.07907412875713558,0.14296549241863757,0,3,0,1
398,2.214128757472565,0.43402882343084925,3,0,0,2
399,0.12197489831191181,0.882850642476459,0,3,0,0
400,1.451627216892281,1.7434723162571932,0,0,0,3
401,-1.6130818050897797,-0.9651253709213403,1,1,0,1
402,2.426110259222706,0.19061102261613008,3,0,0,3
403,1.4508001025703288,1.1315720113013439,0,3,0,3
404,1.4958163709206698,0.5163579267581759,3,0,0,3
405,-1.6345701156674959,0.30821846540365505,1,2,0,1
406,-0.9395821234924708,0.719510696636192,1,3,0,0
407,0.7441328887562162,-1.1974115334801771,2,1,0,2
408,-0.5330303851001542,0.06492356118708217,0,1,0,2
409,-0.7943983822728766,0.6022583428797903,0,3,0,1
410,-0.0004479306327399671,1.2425482518585471,0,3,0,0
411,2.666688295665773,-0.542898456655709,3,0,0,3
412,-1.1138404903588426,0.5157313030265319,1,3,0,1
413,-1.960139851457392,0.07579629651887845,1,2,0,1
414,-0.8821533874736661,0.32188327484059737,1,3,0,1
415,-0.03895311008979863,0.7346516836230736,0,3,0,2
416,-1.7502742161969165,0.27839112407103195,1,2,0,1
417,-0.5495816203704692,-0.5205490701100419,2,1,0,1
418,-2.1714695614779607,0.10499667162294125,1,2,0,1
419,-2.2591515355662843,0.004973943062963581,1,2,0,1
420,1.2541164679587744,-0.47392312428078787,3,0,0,3
421,-2.5901092250036215,-0.05069193087281741,1,2,0,1
422,-1.4531744383778766,0.4363374065412944,1,2,0,1
423,1.4072453727515442,-0.2865881905555859,3,0,0,3
424,2.140211728634117,0.6314463799898277,3,0,0,3
425,-1.7369876201459624,0.45068797365816426,1,2,0,1
426,-0.2787003739706828,-0.35456944959771886,2,1,0,2
427,2.3981745159751124,-0.6163649441010424,3,0,0,3
428,1.8564570851687991,-1.4378465144721064,3,0,0,3
429,0.9183459004828883,-1.044859749517795,2,1,0,2
430,-0.47807634309825586,0.8080006918622653,0,3,0,0
431,-1.3920027567597126,0.7020609036603629,1,3,0,1
432,0.7298117466579289,-1.1384178577497863,2,1,0,2
433,-0.7895821476678054,0.7430309587087672,1,3,0,0
434,-0.556506764725487,-0.583214988848783,2,1,0,2
435,-0.7853034627825328,0.14813646296745286,1,3,0,0
436,-0.05505229099279604,1.023468166627621,0,3,0,0
437,-0.7271420419963823,0.41509232280655506,0,3,0,0
438,-0.4869603679017639,0.7371598304801654,0,3,0,0
439,-0.20015568819036159,-0.44554530882099586,2,1,0,2
440,-0.5192264916588877,-1.3716480016543424,2,1,0,1
441,-1.696984358905203,0.5150976207577909,1,2,0,1
442,-0.85349325529304,0.6037847936493174,1,3,0,0
443,1.77528754312315,-0.4196829398572488,3,0,0,2
444,-1.8926010787447958,0.24670714593820106,1,2,0,1
445,-0.8498868875198174,0.7517539957669868,1,3,0,0
446,-1.1518733413985698,0.7134954803112642,1,3,0,1
447,0.6550073695456116,0.9486786470410254,0,3,0,3
448,-1.0641934159291273,0.5843500239908521,1,3,0,1
449,-1.343217564998998,0.45553387040230936,1,2,0,0
450,-0.19291012877997507,1.0032123130986865,0,3,0,0
451,0.08283828443209754,1.294125845579687,0,3,0,0
452,-1.6013823466102899,0.19494565024779245,1,2,0,1
453,0.4958793336855722,-0.3613175169795891,2,1,0,3
454,-0.03289290544608892,0.5569145959030785,0,3,0,2
455,-1.1637428883811074,0.6866719645709467,1,2,0,0
456,-0.07218185517943965,0.7578823100165037,0,3,0,0
457,-1.076391495969346,-1.1034030845088403,2,1,0,1
458,-0.3871696889519855,1.1212570791532606,0,3,0,0
459,-1.611552635064896,-0.8410038044317614,1,1,0,1
460,-0.43374002252556115,0.18750568188729735,0,3,0,2
461,-0.5768312824830738,-0.24649922889578252,2,1,0,2
462,-0.6064460818105469,0.5180187464217126,0,3,0,0
463,-0.7754693422076083,0.4667843090495699,0,3,0,1
464,-1.4350450469077642,0.4488008482907529,1,2,0,1
465,2.28320522155309,-1.0124500575311408,3,0,0,3
466,-1.269558332175144,-0.10036691159478195,1,2,0,0
467,-0.2491071828074317,-0.2542496527336738,2,1,0,2
468,2.098186140892128,1.0834831313821889,3,0,0,3
469,-0.9188553242730062,-0.774414253935072,2,1,0,1
470,-1.1692912933606738,0.6621624780101183,1,2,0,0
471,2.3907544312492246,-0.9523133121551158,3,0,0,3
472,0.3801185352912899,-1.6937720733777495,2,1,0,2
473,1.4060250254469215,-1.5225573445910414,2,0,0,3
474,-0.9316882891384108,0.436062587180054,1,2,0,0
475,1.532816338125189,0.3452809950175872,3,0,0,3
476,-0.7781847603991471,0.34541100377047074,1,2,0,0
477,-0.4089436967889888,-0.9741652852749186,2,1,0,2
478,-1.1801696525675838,-0.27164094205360484,1,2,0,1
479,-1.52869039643118,0.00903456378015974,1,2,0,1
480,2.1402862594298524,2.3289754570324623,3,0,0,3
481,2.042615989161582,0.8900687445934902,3,0,0,3
482,-0.6826488750781067,0.13767292381029517,1,3,0,2
483,1.6141782359483106,0.23867167378034673,3,0,0,3
484,3.5391621589746673,-0.28882901311042786,3,0,0,3
485,0.9744492057070234,0.9652111270966235,0,3,0,3
