KMeans_Cluster,Recency,Frequency,Monetary,AvgOrderValue,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster
0,5.534305542982068,1.1677197946288187,6.7872779259050935,6.056593300231983,1.9398625429553265,-0.000572737686139748,1.4914089347079038
1,3.256429492559767,1.564669392228458,6.746696383294385,5.4589111060450355,1.3976522377109317,-0.001467351430667645,1.3917828319882612
2,5.644883148775752,0.9016981262338418,5.181637947379659,4.850265716255098,1.4318673395818313,-0.005767844268204758,1.795241528478731
3,3.1138152890034325,2.6084362838186954,8.537379524028028,6.020248438195241,0.019652305366591082,-0.008314436885865457,2.763416477702192
